"BBL", "CHANGE_DATE", "WIZARD_NAME", "LOT_ACTION", "AUTH_FOR_CHANGE"
3044520170,2012-02-29,Lot Apportionment,"Altered","Application for apportionment submitted 2/28/2012. Deed for lot 170 Rec. 1/6/2011.CRFN # 2011000006025. Survey by Perfect Point "
3044520170,2012-03-02,Lot Merger,"Altered","Correction of the lot position on the tax map for  new lot 235."
3044520170,2012-03-02,Lot Apportionment,"Altered","Correction of the lot position on the tax map for  new lot 235.Application for apportionment submitted 2/28/2012. Deed for lot 1"
3044520170,2013-06-13,Lot Apportionment,"Altered","Deed Recorded on 2/28/2013  Deed CRFN # 2013000083905  Survey by: Montrose Surveying Co. LLP  Survey Date: 4/19/2013"
3044520170,2013-06-14,Lot Apportionment,"Altered","Deed Recorded on 2/28/2013 Deed CRFN # 2013000083905 Survey by: Montrose Surveying Co. LLP Survey Date: 4/19/2013"
3044520170,2013-11-13,Digital Alteration Book Wizard,"Altered","Tax map change based on survey by Montrose Surveying Co.  LLP."
3044520170,2015-08-06,Lot Apportionment,"Altered","Deed Recorded on 2/23/2013  Deed CRFN # 2013000061535  Survey by: Montrose Surveying Co LLP  Survey Date:7/29/2015  PW 1 # 32037"
3044520170,2016-02-29,Digital Alteration Book Wizard,"Altered","Step 1 of Apportionment to lot 170. New lots: 215 & 223."
3044520170,2016-05-04,Digital Alteration Book Wizard,"Altered","Lot measurement correction"
3044520170,2016-12-01,Digital Alteration Book Wizard,"Altered","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520170,2018-09-10,Digital Alteration Book Wizard,"Altered","Deed Recorded on 07/11/2016  Deed CRFN:2016000233156  Survey by: John Benardone  Survey Date:05/03/2018"
3044520170,2019-03-01,Digital Alteration Book Wizard,"Altered","Deed for lot 170 recorded 2/28/13 CRFN 2013000083905 Surveyed by Robert Castillo 9/20/18 and 2/4/19  vacant"
3044520170,2020-10-26,Digital Alteration Book Wizard,"Altered","Assigned by HPD To DRP on 4/23/2013                                      Title: CDC No. D80089NMK 2/17/09"
3044520400,2013-06-12,Lot Apportionment,"Altered","Deed Recorded on 2/28/2013  Deed CRFN # 2013000083906  Survey by: Montrose Surveying Co LLP  Survey Date: 4/19/13"
3044520400,2015-07-17,Boundary Line,"Altered","The possession hook was moved to accommodate for upcoming apportionment."
3044520400,2015-07-17,Lot Apportionment,"Altered","Deed Recorded on 2/13/2013  Deed CRFN # 2013000061535  Survey by: Perfect Point Land Surveying  Survey Date: 3/7/2012"
3044520400,2016-02-24,Lot Apportionment,"Altered","City Owned Property (HPD) request for an apportionment  Survey by: Bartlett  Ludlam& Dill Associates  Survey Date:12/17/2014"
3044520400,2016-12-01,Digital Alteration Book Wizard,"Altered","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520400,2020-10-26,Digital Alteration Book Wizard,"Altered","Assigned by HPD To DRP on 4/23/2013                                      Title: CDC No. D80089NMK 2/17/09"
3044520415,2016-04-01,Lot Apportionment,"New","HPD owned property re quested to apportion lot 400 into new lots ranging from 402 to 416. Survey by Bartlett  Ludlam & Dill Asso"
3044520416,2016-04-01,Lot Apportionment,"New","HPD owned property re quested to apportion lot 400 into new lots ranging from 402 to 416. Survey by Bartlett  Ludlam & Dill Asso"
3044520417,2016-12-01,Digital Alteration Book Wizard,"New","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520418,2013-06-12,Lot Apportionment,"New","Deed Recorded on 2/28/2013  Deed CRFN # 2013000083906  Survey by: Montrose Surveying Co LLP  Survey Date: 4/19/13"
3044520418,2013-12-16,Digital Alteration Book Wizard,"Dropped","Deed Recorded on 2/13/2013  Deed CRFN # 2013000083906  Survey by: Montrose Surveying LLP  Survey Date:12/7/2010"
3044520418,2016-12-01,Digital Alteration Book Wizard,"New","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520419,2016-12-01,Digital Alteration Book Wizard,"New","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520420,2016-12-01,Digital Alteration Book Wizard,"New","Deed Recorded on 02/28/2016  Deed CRFN # 2013000083947  Deed Recorded on 02/28/2016  Deed CRFN # 2013000083905  Survey by: Bartl"
3044520570,2013-08-30,Digital Alteration Book Wizard,"Altered","The missing Borough information has been fixed for the following records in the Tax Block Layer - [Borough: Queens Blocks: 2080 "
3044520580,2013-12-16,Digital Alteration Book Wizard,"New","Deed Recorded on 2/13/2013  Deed CRFN # 2013000083906  Survey by: Montrose Surveying LLP  Survey Date:12/7/2010"
3044520580,2019-08-12,Digital Alteration Book Wizard,"Altered","Digital conversion error corrections"
3044520801,2009-04-03,Lot Apportionment,"New","Deed: CRFN: 2008000267186  grantee: Nehemiah Housing Development Fund  recorded 7/7/2008; survey by Bartlett  Ludlam & Dill Asso"
3044520802,2009-04-03,Lot Apportionment,"New","Deed: CRFN: 2008000267186  grantee: Nehemiah Housing Development Fund  recorded 7/7/2008; survey by Bartlett  Ludlam & Dill Asso"
3044520803,2009-04-03,Lot Apportionment,"New","Deed: CRFN: 2008000267186  grantee: Nehemiah Housing Development Fund  recorded 7/7/2008; survey by Bartlett  Ludlam & Dill Asso"
3044520810,2009-04-03,Lot Apportionment,"New","Deed: CRFN: 2008000267186  grantee: Nehemiah Housing Development Fund  recorded 7/7/2008; survey by Bartlett  Ludlam & Dill Asso"
3044520811,2009-04-03,Lot Apportionment,"New","Deed: CRFN: 2008000267186  grantee: Nehemiah Housing Development Fund  recorded 7/7/2008; survey by Bartlett  Ludlam & Dill Asso"
3045920032,2020-10-14,Admin,"Number Change (Old Number no longer exists)","Correction to digital conversion error."
3045920032,2020-10-14,Admin,"Lot Number Changed","Correction to digital conversion error step 2 of 2"
3045920033,2020-10-13,Admin,"Number Change (Old Number no longer exists)","Correction to digital conversion step 1 of 2"
3045920033,2020-10-14,Admin,"Lot Number Changed","Correction to digital conversion error."
3046570007,2021-03-24,Lot Apportionment,"Altered","Deed for lot 7 recorded on 1-06-2021  CRFN 2021000004955  Survey by Adjoodia P. Autar on 1-27-2021  SI 322071100"
3046570011,2021-03-24,Lot Apportionment,"New","Deed for lot 7 recorded on 1-06-2021  CRFN 2021000004955  Survey by Adjoodia P. Autar on 1-27-2021  SI 322071100"
3055870060,2019-12-11,Lot Apportionment,"Altered","dedd recorded on 3/12/2014 CRFN2014000084890 and survey done om6/5/2019 by William M Thomas"
3055870061,2019-12-11,Lot Apportionment,"New","dedd recorded on 3/12/2014 CRFN2014000084890 and survey done om6/5/2019 by William M Thomas"
3057050050,2017-06-21,Lot Apportionment,"Altered","Deed Recorded on 08/25/2016   Deed CRFN: 2016000294500  Survey by: Vincent Teutonico  Survey Date: 05/15/2017  (L56) PW1 # 32104"
3057050050,2020-01-16,Condominium,"Altered","Condo No. 4399  Condo Name: THE 59TH STREET CONDOMINIUM  Condominium Approval Date: 12-5-2019  Decl. CRFN  2020000018296  Maps C"
3057050053,2017-06-21,Lot Apportionment,"New","Deed Recorded on 08/25/2016   Deed CRFN: 2016000294500  Survey by: Vincent Teutonico  Survey Date: 05/15/2017  (L56) PW1 # 32104"
3057050053,2020-01-16,Condominium,"Altered","Condo No. 4399  Condo Name: THE 59TH STREET CONDOMINIUM  Condominium Approval Date: 12-5-2019  Decl. CRFN  2020000018296  Maps C"
3057050056,2017-06-21,Lot Apportionment,"New","Deed Recorded on 08/25/2016   Deed CRFN: 2016000294500  Survey by: Vincent Teutonico  Survey Date: 05/15/2017  (L56) PW1 # 32104"
3057050056,2020-01-16,Condominium,"Altered","Condo No. 4399  Condo Name: THE 59TH STREET CONDOMINIUM  Condominium Approval Date: 12-5-2019  Decl. CRFN  2020000018296  Maps C"
3057080036,2019-03-26,Condominium,"Altered","Condo No. 4571  Condo Name: 949 Condominium  Condominium Approval Date: 3/19/19  Decl. CRFN  2019000094177  Maps CRFN 2019000094"
3057080042,2018-02-26,Condominium,"Altered","Condo No. 4305  Condo Name: 83888 Condominium  Condominium Approval Date: 2/20/2018  Decl. CRFN    2018000064126    Maps  CRFN  "
3057130050,2016-06-14,Lot Apportionment,"Altered","Deed for lot 50 recorded on 1/30/2012  CRFN 2012000040496  Survey by Richard Tom on 1/28/2016  Vacant Lot"
3057130051,2016-06-14,Lot Apportionment,"New","Deed for lot 50 recorded on 1/30/2012  CRFN 2012000040496  Survey by Richard Tom on 1/28/2016  Vacant Lot"
3057150027,2016-11-15,Condominium,"Altered","Condo No. 3860  Condo Name: THE 6002 FORT HAMILTON PARKWAY CONDOMINIUM  Condominium Approval Date: 6/6/2016  Decl. CRFN  2016000"
3057200058,2021-01-05,Lot Merger,"Altered","Step one of a two step apportionment."
3057200058,2021-01-05,Lot Apportionment,"Altered","Deed for lots 58  59 recorded on 5/17/2018  CRFN 2018000165619   Survey by Vincent Teutonico on 11/18/2020"
3057200058,2021-01-06,Lot Reconfiguration,"Altered","Continuation of apportionment started 1/5/2021"
3057200059,2021-01-05,Lot Merger,"Dropped","Step one of a two step apportionment."
3057200059,2021-01-05,Lot Apportionment,"New","Deed for lots 58  59 recorded on 5/17/2018  CRFN 2018000165619   Survey by Vincent Teutonico on 11/18/2020"
3057200059,2021-01-06,Lot Reconfiguration,"Altered","Continuation of apportionment started 1/5/2021"
3057200060,2021-01-05,Lot Apportionment,"New","Deed for lots 58  59 recorded on 5/17/2018  CRFN 2018000165619   Survey by Vincent Teutonico on 11/18/2020"
3057200060,2021-01-06,Lot Reconfiguration,"Altered","Continuation of apportionment started 1/5/2021"
3057390001,2019-04-19,Lot Apportionment,"Altered","Deed Recorded on 9/6/2018  Deed CRFN:2018000299078   Survey by: James Weed  Survey Date:04/11/2019  PW1:321830426"
3057390001,2019-12-30,Lot Apportionment,"Altered","Deed for lot 1 recorded on : 5/14/2019   CRFN:2019000153275  Survey by Chang Sugnam on:11/20/2019  NB/ALT1/SI :321926190"
3057390001,2020-11-25,Lot Apportionment,"Altered","Deed for lot 1 recorded 9/1/2020 CRFN 2020000245636 ; Surveyed by James Weed 11/18/2020 ; DOB SI job no. 323069373"
3057390005,2020-11-25,Lot Apportionment,"New","Deed for lot 1 recorded 9/1/2020 CRFN 2020000245636 ; Surveyed by James Weed 11/18/2020 ; DOB SI job no. 323069373"
3057390010,2019-12-30,Lot Apportionment,"New","Deed for lot 1 recorded on : 5/14/2019   CRFN:2019000153275  Survey by Chang Sugnam on:11/20/2019  NB/ALT1/SI :321926190"
3064710013,2019-11-23,Lot Merger,"Dropped","step 1 of 2 step apportionment"
3064710013,2019-11-23,Lot Apportionment,"New","Deed for lots 8  9  10  11  12  13 recorded 1/20/15 CRFN 2015000021804; Surveyed by  Gregory Gallas 11/5/19; DOB SI job no. 3215"
3064710113,2019-11-23,Lot Apportionment,"New","Deed for lots 8  9  10  11  12  13 recorded 1/20/15 CRFN 2015000021804; Surveyed by  Gregory Gallas 11/5/19; DOB SI job no. 3215"
3065420008,2020-08-21,Lot Merger,"Altered","Part I of II part apportionment"
3065420008,2020-08-21,Lot Apportionment,"Altered","Deed for lot [ #8 ]recorded on [1/10/2020]  CRFN [ #20200000011405 ]     Deed for lot [ #13]recorded on [12/2/2010] CRFN [ #2010"
3065420013,2020-08-21,Lot Merger,"Dropped","Part I of II part apportionment"
3065420013,2020-08-21,Lot Apportionment,"New","Deed for lot [ #8 ]recorded on [1/10/2020]  CRFN [ #20200000011405 ]     Deed for lot [ #13]recorded on [12/2/2010] CRFN [ #2010"
3067340023,2018-12-17,Lot Apportionment,"Altered","Deeds for lot 23 recorded 12/5/18 CRFN 2018000400740 AND 2018000400741Surveyed by Vincent Teutonico 3/26/18 ; DOB ALT 1 Job No.'"
3067340024,2018-12-17,Lot Apportionment,"New","Deeds for lot 23 recorded 12/5/18 CRFN 2018000400740 AND 2018000400741Surveyed by Vincent Teutonico 3/26/18 ; DOB ALT 1 Job No.'"
3067470001,2014-01-15,Boundary Line,"Altered","Correction to Street name or Alley not captured during DTM conversion in 2008."
3071970014,2021-01-29,Lot Apportionment,"Altered","Deed for lot 14 recorded on 8-29-2018  CRFN 2018000291112  Survey by Alexander Tsukerman on 7/15/2020  NB 321503075  A1 32198141"
3071970015,2021-01-29,Lot Apportionment,"New","Deed for lot 14 recorded on 8-29-2018  CRFN 2018000291112  Survey by Alexander Tsukerman on 7/15/2020  NB 321503075  A1 32198141"
3073190023,2015-04-29,Lot Apportionment,"New","Step 2: Deed lot 26 & 28 Recorded on 9/4/2013  Deed CRFN # 2013000355260  Deed lot 24 Recorded on 9/4/2013  Deed CRFN # 20130003"
3073190025,2015-04-29,Lot Apportionment,"New","Step 2: Deed lot 26 & 28 Recorded on 9/4/2013  Deed CRFN # 2013000355260  Deed lot 24 Recorded on 9/4/2013  Deed CRFN # 20130003"
3073190027,2015-04-29,Lot Apportionment,"New","Step 2: Deed lot 26 & 28 Recorded on 9/4/2013  Deed CRFN # 2013000355260  Deed lot 24 Recorded on 9/4/2013  Deed CRFN # 20130003"
3075820012,2021-03-03,Lot Apportionment,"New","Recorded/Filed	: 8/28/2019  City Register File No (CRFN): 2019000275407  Survey By: Vincent M. Teutonic   on date: 11/30/2020"
3075820013,2021-03-03,Lot Apportionment,"Altered","Recorded/Filed	: 8/28/2019  City Register File No (CRFN): 2019000275407  Survey By: Vincent M. Teutonic   on date: 11/30/2020"
3078020017,2019-04-18,Lot Apportionment,"New","Deed Recorded on 3/11/2019  Deed CRFN:2019000079170   Survey by: Paul Barylski  Survey Date: 10/12/2018  PW1:320593443  32059343"
3078020018,2019-04-18,Lot Apportionment,"New","Deed Recorded on 3/11/2019  Deed CRFN:2019000079170   Survey by: Paul Barylski  Survey Date: 10/12/2018  PW1:320593443  32059343"
3078020019,2019-04-18,Lot Apportionment,"Altered","Deed Recorded on 3/11/2019  Deed CRFN:2019000079170   Survey by: Paul Barylski  Survey Date: 10/12/2018  PW1:320593443  32059343"
3081900036,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900037,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900038,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900039,2020-01-13,Lot Merger,"Altered","Steps 1 of step 2 apportionment"
3081900039,2020-01-13,Lot Apportionment,"Altered","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900042,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900043,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900050,2020-01-13,Lot Merger,"Dropped","Steps 1 of step 2 apportionment"
3081900050,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900060,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900061,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900062,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900063,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900064,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900065,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900066,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900067,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900068,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900069,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081900070,2020-01-13,Lot Apportionment,"New","Recorded/Filed : 08/17/2016  City Register File No (CRFN): 2016000283702  Survey By: Angelo John Fiorenza  on date: 11/26/2019"
3081910001,2013-01-03,REUC,"Altered","REUC ident No A2616-467 (T- Mobile) was added on lot 1 as requested by the REUC unit on 12/18/2012."
3086020023,2019-09-23,Boundary Line,"Altered","paper street removal"
3086020023,2019-09-23,Boundary Line,"Altered","paper street removal"
3086020023,2019-09-23,Boundary Line,"Altered","paper street removal"
3086020023,2019-09-23,Boundary Line,"Altered","paper street removal"
3086020023,2019-10-02,Boundary Line,"Altered","paper street removal"
3086020023,2019-10-02,Boundary Line,"Altered","paper street removal"
3086020023,2019-10-02,Boundary Line,"Altered","paper street removal"
3086020023,2019-11-07,Digital Alteration Book Wizard,"Altered","Easement line removed in error"
3086080035,2019-10-02,Boundary Line,"Altered","paper street removal"
3086080037,2019-10-02,Boundary Line,"Altered","paper street removal"
3086080100,2019-10-02,Boundary Line,"Altered","paper street removal"
3087200070,2010-11-12,Lot Apportionment,"New","Reel 4383 PG 1825  recorded Jan 29  1999; survey by William M. Trang (Wohl & O'mara) suveyed 9/14/2009"
3087200100,2010-11-12,Digital Alteration Book Wizard,"Altered","Added lot faces from that were missing from digital tax map conevrsion."
3087470157,2018-12-16,Lot Apportionment,"Altered","Deed Recorded on 04/27/2016  Deed CRFN # 2016000145773  Survey by: Apple Surveying  Survey Date: 01/25/2018"
3087470158,2018-12-16,Lot Apportionment,"New","Deed Recorded on 04/27/2016  Deed CRFN # 2016000145773  Survey by: Apple Surveying  Survey Date: 01/25/2018"
4000060001,2011-02-08,REUC,"Altered","Correcting error due to background changes in the database."
4000060001,2011-02-08,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN# 2009000334167  10/14/2009      Survey by William A. Easterbrook Jr.  01/17/2011  NYC alteration Map No. 500"
4000060001,2011-07-13,Boundary Line,"Altered","Map No. 4876 Elimination  discontinuing and closing of streets and portions of streets within an area generally bounded by Newto"
4000060050,2011-02-08,Digital Alteration Book Wizard,"New","Deeds recorded CRFN# 2009000334167  10/14/2009      Survey by William A. Easterbrook Jr.  01/17/2011  NYC alteration Map No. 500"
4000060050,2011-07-13,Boundary Line,"Altered","Map No. 4876 Elimination  discontinuing and closing of streets and portions of streets within an area generally bounded by Newto"
4000110001,2019-11-27,Lot Apportionment,"Altered","Deed for lot 1 recorded on 5-21-2019  CRFN 2019000160638  Survey by Saeid Jalilvand on 7-17-2019  SI 421921807"
4000110002,2019-11-27,Lot Apportionment,"New","Deed for lot 1 recorded on 5-21-2019  CRFN 2019000160638  Survey by Saeid Jalilvand on 7-17-2019  SI 421921807"
4000110003,2019-11-27,Lot Apportionment,"New","Deed for lot 1 recorded on 5-21-2019  CRFN 2019000160638  Survey by Saeid Jalilvand on 7-17-2019  SI 421921807"
4000110004,2019-11-27,Lot Apportionment,"New","Deed for lot 1 recorded on 5-21-2019  CRFN 2019000160638  Survey by Saeid Jalilvand on 7-17-2019  SI 421921807"
4000540135,2019-01-07,Lot Apportionment,"New","Recorded deeds CRFN# 2014000348351  10/20/2014                                       # 2014000348351  10/20/2014  Survey by Fran"
4000540137,2019-01-07,Lot Apportionment,"New","Recorded deeds CRFN# 2014000348351  10/20/2014                                       # 2014000348351  10/20/2014  Survey by Fran"
4000540138,2019-01-07,Lot Apportionment,"New","Recorded deeds CRFN# 2014000348351  10/20/2014                                       # 2014000348351  10/20/2014  Survey by Fran"
4000540139,2019-01-07,Lot Apportionment,"New","Recorded deeds CRFN# 2014000348351  10/20/2014                                       # 2014000348351  10/20/2014  Survey by Fran"
4000540140,2019-01-07,Lot Apportionment,"New","Recorded deeds CRFN# 2014000348351  10/20/2014                                       # 2014000348351  10/20/2014  Survey by Fran"
4003720008,2020-02-26,Lot Merger,"Altered","Step 1 of Step 2  for Apportionment"
4003720008,2020-02-26,Lot Apportionment,"Altered","Deed for lot ( 8 21)  recorded on:4/3/2018   4/3/2018  CRFN:2018000111394   2018000111393  Survey by Saeid Jalilvand on: 6/26/20"
4003720107,2020-02-26,Lot Apportionment,"New","Deed for lot ( 8 21)  recorded on:4/3/2018   4/3/2018  CRFN:2018000111394   2018000111393  Survey by Saeid Jalilvand on: 6/26/20"
4003720121,2018-10-23,Lot Apportionment,"New","Deed recorded CRFN# 2018000111393  4-3-2018 Survey by Saeid Jalilvan  7-18-18"
4005700009,2010-05-24,Condominium,"Altered","Block 570  Lots 1201-1239  FKA Lot 9; Tax Map Office Approval 5/21/2010; Delc. CRFN 2010000171833 and MAPS CRFN 2010000171834 bo"
4005700036,2012-06-06,Condominium,"Altered","Condo # 792  Approved R.P.A.B.  06/4/2012   Declaration 2012000218939  06/5/2012  Maps 2012000218940  06/5/2012"
4007760150,2010-09-10,Boundary Line,"Altered","Corrected boundary line name."
4007760150,2010-09-10,Boundary Line,"Altered","Corrected boundary line name."
4007760150,2010-09-10,Boundary Line,"Altered","Corrected boundary line name."
4008140001,2018-03-30,REUC,"Altered","REUC Ident 2555;63 (Nextel) dropped from lot 1 at request of REUC Unit 1/30/18"
4008140001,2019-11-21,Lot Apportionment,"Altered","Deed for lot 1 recorded on 7-22-2019  CRFN 2019000230233  Survey by James C. Weed on 11-15-2019  SI 421746007"
4008140010,2019-11-21,Lot Apportionment,"New","Deed for lot 1 recorded on 7-22-2019  CRFN 2019000230233  Survey by James C. Weed on 11-15-2019  SI 421746007"
4008500001,2014-06-30,Lot Apportionment,"Altered","Application re-submitted 6/30/2014.Deed for lot: 1 Rec. 9/23/2003. CRFN: 2003000379828. Survey by Paul J. Emilius Jr. LLs. Dated"
4008500001,2014-07-01,Lot Apportionment,"Altered","Application re-submitted 6/30/2014.Deed for lot: 1 Rec. 9/23/2003. CRFN: 2003000379828. Survey by Paul J. Emilius Jr. LLs. Dated"
4008500001,2014-07-23,Digital Alteration Book Wizard,"Altered","Lots were reconfigured based on new survey by Giuseppe Rosarion Anzalone Licenced Surveyor."
4008500001,2019-06-26,Lot Reconfiguration,"Altered","Measurement correction as per survey"
4008500350,2014-07-01,Lot Apportionment,"New","Application re-submitted 6/30/2014.Deed for lot: 1 Rec. 9/23/2003. CRFN: 2003000379828. Survey by Paul J. Emilius Jr. LLs. Dated"
4008500350,2014-07-23,Digital Alteration Book Wizard,"Altered","Lots were reconfigured based on new survey by Giuseppe Rosarion Anzalone Licenced Surveyor."
4008500350,2014-12-15,Lot Apportionment,"Altered","Deed recorded#2014000274701   7/25/2014 Survey by James C Weed    12/10/2014"
4008500350,2016-07-20,Digital Alteration Book Wizard,"Altered","REUC flag was removed from lot 350 as per RUEC unit request on 7/13/2016."
4009260001,2015-01-05,REUC,"Altered","Request by NYO Team leader to add REUC Ident # W6014-1A to Queens Block 926 Lot 1. Company name: DELTA  AIRLINES."
4009260001,2015-01-06,REUC,"Altered","Request by NYO Team leader to add REUC Ident # W6014-1B to Queens Block 926 Lot 1. Company name: DELTA AIRLINES."
4009260001,2015-01-06,REUC,"Altered","Request by NYO Team leader to add REUC Ident # W6014-1C to Queens Block 926 Lot 1. Company name: DELTA AIRLINES."
4009260001,2015-01-06,REUC,"Altered","Request by NYO Team leader to add REUC Ident # W6014-1D to Queens Block 926 Lot 1. Company name: DELTA AIRLINES."
4009260001,2016-01-12,REUC,"Altered","Request by NYO Team leader to Add REUC Ident # W6014-1E to Queens Block 926 Lot 1 Company name: Delta Airlines."
4009260001,2019-12-19,REUC,"Altered","REUC ident A123-14 (National Grid) deleted from lot 1 as requested by the REUC Unit  10/16/2019"
4013230006,2019-03-28,Admin,"Number Change (Old Number no longer exists)","Step 1 of 2 in correction to tax lot number."
4013230006,2019-03-28,Admin,"Lot Number Changed","Correction to tax lot number."
4013230009,2019-03-28,Admin,"Number Change (Old Number no longer exists)","Step 1 of 2 in correction to tax lot number."
4013230009,2019-03-28,Admin,"Lot Number Changed","Correction to tax lot number."
4013520071,2020-02-18,Lot Merger,"Altered","Step 1 of 2 steps apportionment"
4013520071,2020-02-18,Lot Apportionment,"Altered","Deed for lot 71 recorded on 10-11-2018 CRFN 2018000337792  Deed for lot 121 recorded on 10-11-2018 CRFN 2018000337794  Deed for "
4013520125,2020-02-18,Lot Merger,"Dropped","Step 1 of 2 steps apportionment"
4013520125,2020-02-18,Lot Apportionment,"New","Deed for lot 71 recorded on 10-11-2018 CRFN 2018000337792  Deed for lot 121 recorded on 10-11-2018 CRFN 2018000337794  Deed for "
4016440041,2020-12-23,Admin,"Number Change (Old Number no longer exists)","Correction for Lot number 41 to 43"
4016440041,2020-12-23,Admin,"Lot Number Changed","Correction for Lots 43 to 41 "
4016440043,2020-12-23,Admin,"Number Change (Old Number no longer exists)","Stept 1 for Step 2 changing lot number"
4016440043,2020-12-23,Admin,"Lot Number Changed","Correction for Lot number 41 to 43"
4017800052,2020-12-02,Lot Merger,"Altered","Part 1 of 2 Part Apportionment"
4017800052,2020-12-02,Lot Apportionment,"Altered","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
4017800053,2020-12-02,Lot Apportionment,"New","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
4017800054,2020-12-02,Lot Merger,"Dropped","Part 1 of 2 Part Apportionment"
4017800054,2020-12-02,Lot Apportionment,"New","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
4017800055,2020-12-02,Lot Apportionment,"New","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
4017800056,2020-12-02,Lot Merger,"Dropped","Part 1 of 2 Part Apportionment"
4017800056,2020-12-02,Lot Apportionment,"New","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
4017800057,2020-12-02,Lot Apportionment,"New","Deed for lot [ #52 54 56 58 61 ]recorded on [1/3/2019]  CRFN [ #2019000003109 ]  Survey by [Paul Barylski] on [12/27/2019]  NB ["
